author,text,likeCount,publishedAt,neg,neu,pos,compound,Sentiment_vader
@tingkumutum154,Why do i love hearing this song again again...,121,2025-11-02T14:09:04Z,0.0,0.625,0.375,0.6369,positive
@DreamyVibezMusic,"This sound is so wonderful. The person who is reading this comment, I wish you great success, health, love and happiness!",640,2025-10-15T03:28:50Z,0.0,0.375,0.625,0.9759,positive
@ElizabethJamal-z5v,"As a lifelong Swiftie, I can't stop replaying every lyric—it's like she reached into my memories and turned them into pure gold",67,2025-10-30T14:19:51Z,0.0,0.746,0.254,0.5842,positive
@Irllydontcare3,1:13 that part scratches my brain,3,2025-11-07T20:26:30Z,0.0,1.0,0.0,0.0,neutral
@_baert,"2:09 love the subtle vitiligo representation!  there are 30 other dancers they could have chosen to hold it, but they didn't!",237,2025-10-08T21:14:19Z,0.0,0.863,0.137,0.4912,positive
@tara_zadah,"Just when I thought Taylor couldn't top herself, she does it again. The Fate of Ophelia is everything",186,2025-10-23T22:12:27Z,0.09,0.91,0.0,-0.1511,negative
@laryha,"How is it possible, that she gets prettier and prettier everytime?",61,2025-10-06T23:07:40Z,0.0,0.592,0.408,0.7351,positive
@FloatingLyrics-h3j,I don’t know about anyone else but I think this is one of the best songs she’s ever done,0,2025-11-07T07:57:27Z,0.0,0.734,0.266,0.7783,positive
@kchan1987,Older millennial here; perpetually listening to songs of the '80s. Yet this has been ON LOOP for the past 72 hours. A masterpiece!,114,2025-10-24T07:39:17Z,0.0,0.827,0.173,0.6588,positive
@Sasha-wv3oy,I'm not a Swiftie but I actually like this one! Very beautiful!,288,2025-10-15T16:53:32Z,0.0,0.454,0.546,0.8915,positive
@book.girlie_13,OMG ITS RELEASING ON TRAVIS’s AND MARJORIE’s BIRTHDAYYYYY 😭😭❤️‍🔥❤️‍🔥,75,2025-10-05T21:32:19Z,0.0,1.0,0.0,0.0,neutral
@FionaPiuma,i cant stop listening to it,3,2025-11-07T20:24:45Z,0.0,0.679,0.321,0.2235,positive
@lovelybouquet13,MY FAVORITE PART 3:36,291,2025-10-05T23:03:55Z,0.0,0.446,0.554,0.5766,positive
@Ralsei_plushie,"TAYLOR LET ME SEE IT AGAIN, I ALREADY SAW IT AT THE CINEMA 😭😭🙏🙏🙏",114,2025-10-04T13:01:23Z,0.0,1.0,0.0,0.0,neutral
@theminecraftgirlofficial,Goddess 😭 I'm obsessed! I don't get the hate for the new album! A song doesn't have to be lyrically complex to be Taylor Swift. She's happier.. she has a fiancee!!!! AHHHH SHE IS THE MOMENT ❤️‍🔥,105,2025-10-06T04:03:06Z,0.045,0.796,0.158,0.6447,positive
@blankspac,I wonder what's the next single?,3,2025-11-08T13:41:17Z,0.0,1.0,0.0,0.0,neutral
@abilenelortz5475,Notice how the open door that she walks through at 3:32 says 87 ? ❤💛,106,2025-10-06T02:20:59Z,0.0,1.0,0.0,0.0,neutral
@RedOsabX_YT,"100M views in 1 month, Congratulations Taylor 🎉🎉🎉🎉🎉",135,2025-11-05T15:22:41Z,0.0,0.606,0.394,0.5994,positive
@abonee,This music video feels like some premium worthy content,69,2025-10-06T02:35:37Z,0.0,0.565,0.435,0.6597,positive
@WELOVETAYLORSVERSION13,103M views!! ❤,2,2025-11-07T08:22:10Z,0.0,1.0,0.0,0.0,neutral
@ElizabethEwing-g5y,"She's gorgeous as always, song is infectious, melody catches you up and gives groove.",96,2025-10-20T01:50:13Z,0.0,0.765,0.235,0.6124,positive
@ivymural9201,i'm in love with this music video 😭Bring me back,96,2025-10-07T21:15:19Z,0.0,0.682,0.318,0.6369,positive
@Everkevinu,This song gives me those 2000’s and 2010’s vibes. Such a masterpiece,61,2025-10-27T21:01:32Z,0.0,0.709,0.291,0.6249,positive
@omar__17,"No sé que me pasó, yo soy un macho alfa y me gusta esta canción",4,2025-11-07T19:44:40Z,0.145,0.855,0.0,-0.296,negative
@polychrome01,1:13 OBSESSED with this choreography... it's so satisfying 😩🤌,104,2025-10-07T10:01:30Z,0.183,0.526,0.291,0.3471,positive
@wallacetorrieri6435,people comlain that she can't dance and sing but nobody gives this type of fun and vibe. Taylor is great entertainer,56,2025-10-06T17:31:54Z,0.0,0.571,0.429,0.9382,positive
@justheameyer5254,my new favorite on repeat can't get enough,69,2025-10-19T10:46:57Z,0.0,0.7,0.3,0.4588,positive
@PoppyWarner-z6y,So calming to listen to before bed.,2,2025-11-07T18:40:43Z,0.0,0.667,0.333,0.4576,positive
@espreesso,"I swore I think I’ve listened to this song like 10000 times, it’s so addictive, I mean this  you saved me from the fate of Ophelia.",57,2025-10-25T05:43:03Z,0.0,0.798,0.202,0.6486,positive
@jenniferhately2423,This is honestly the best music video I've ever seen in my whole life!,56,2025-10-06T15:00:46Z,0.0,0.616,0.384,0.8172,positive
@mikey6538,"I am not an Ms Swift fan at all but but but this song has me hooked like a 16 year old.. damn, I am a 62-year-old, actually.. addictive and I blame my grandchildren, but I can not let them know I really like this song",227,2025-10-13T13:56:02Z,0.162,0.672,0.166,0.0526,positive
@anetasawinska2879,I'll come back here in 2026 and see how many likes it will have,3,2025-11-08T12:25:16Z,0.0,0.823,0.177,0.4215,positive
@SawmiChhakchhuak-nv6xo,Someone listening today??,5322,2025-10-24T13:14:48Z,0.0,1.0,0.0,0.0,neutral
@seiikaaa,I NEVER listen to Taylor’s songs but this one I can’t stop listening to 😍,59,2025-11-02T13:58:00Z,0.203,0.797,0.0,-0.4215,negative
@raquelmoritzfilm,"Okayyyy, cinematic masterpiece. She can truly rock any look, any era. So dang talented. This video is an instant classic🎥",134,2025-10-23T19:27:48Z,0.0,0.616,0.384,0.8905,positive
@robiny4457,Crazy how they danced to this without the actual song so it won’t leak lol,3,2025-11-08T02:12:25Z,0.255,0.604,0.141,-0.3102,negative
@christinkachelmann1707,Let’s face it: Swift+Martin+Shellback= Hit records.😀,84,2025-10-06T10:22:13Z,0.0,1.0,0.0,0.0,neutral
@Stewart-px8ow,"I  am not really a Taylor Swift fan, but ever since I saw part of the clip of this song on instagram I found it really catchy and it lead to me here.",60,2025-10-10T12:38:04Z,0.046,0.895,0.059,0.0984,positive
@marciodesouza4377,"Wonderful song, one of the best of her career!",63,2025-11-03T16:03:11Z,0.0,0.461,0.539,0.8478,positive
@JayMarkOloverio-t1y,Eyy! 106M views,5,2025-11-08T15:33:33Z,0.0,1.0,0.0,0.0,neutral
@chikweluadaora151,Taylor just made us proud … She just reminded us of who she is 🫠,51,2025-10-10T14:32:10Z,0.0,0.795,0.205,0.4767,positive
@cirottos7288,Someone watches It today??,3658,2025-11-04T21:53:31Z,0.0,1.0,0.0,0.0,neutral
@polito-u7z,I adore this song more and more the more times I listen to it. Can't stop coming back here. This is one of my favourite Taylor's songs.,57,2025-10-09T20:53:12Z,0.0,0.807,0.193,0.6692,positive
@nibalshapso397,This show is a piece of art,1,2025-11-08T06:29:26Z,0.0,1.0,0.0,0.0,neutral
@jnmks,come on guys let's get to 100M!!!,61,2025-11-03T14:34:54Z,0.0,1.0,0.0,0.0,neutral
@t_r_a_v_e_l_l_e_r,She literally played every word that she wrote in the song.😂👌🏻👌🏻❤️‍🔥❤️‍🔥,68,2025-10-06T04:46:07Z,0.0,0.806,0.194,0.34,positive
@McBrideGoronariyo,Anyone here today ? I swear I listen to this song everyday such a banger 🔥,295,2025-10-27T20:26:11Z,0.107,0.893,0.0,-0.0516,negative
@BiancaRedhead-Trettenbrein,"I'm not a swiftie, BUT this video is the embodiment of perfection 😮",3,2025-11-07T13:47:27Z,0.0,0.664,0.336,0.7227,positive
@CaineRayBradbury1314,3:32 OMG she comes in through a door numbered 87❤❤,64,2025-10-09T20:06:55Z,0.0,1.0,0.0,0.0,neutral
@karlamay_,Her catching the ball at 03:30 😂 ain't she a cutie?????? ❤❤❤,77,2025-10-05T23:08:33Z,0.0,1.0,0.0,0.0,neutral
@traditionalboy7836,"Finally 100M today 😎
From Bangladesh 🇧🇩",296,2025-11-05T03:26:37Z,0.0,1.0,0.0,0.0,neutral
@suziebacon,Lovin it!,3,2025-11-08T16:14:30Z,0.0,1.0,0.0,0.0,neutral
@sarahc7087,"Absolutely one of her best videos to date. Been obsessed since I saw it in the cinemas on Friday. The first big dance scene at 0:54 has been stuck in my head, as has the boat scene! I love how she brought back so many people from the eras tour for this video too 🥹",51,2025-10-05T23:08:43Z,0.061,0.795,0.144,0.7901,positive
@gegeamally,1:45 seem like princess merida❤,197,2025-10-06T15:56:58Z,0.0,0.615,0.385,0.3612,positive
@patriciaemenpour1734,I just love her voice who agrees?,75,2025-10-26T14:08:53Z,0.0,0.4,0.6,0.7184,positive
@CroissantsAreYum,I never really enjoyed taylor swift's music but this song is soooo addictive,4,2025-11-06T19:40:50Z,0.151,0.849,0.0,-0.2405,negative
@EricaCornelius-e9y,On 00:43 th Travis  kelse picture is on the mirror in the left back ground,154,2025-10-19T19:11:24Z,0.0,1.0,0.0,0.0,neutral
@Jackieu9m,"2:15 Ophelia drowning, meanwhile all the life guards",296,2025-10-06T04:22:34Z,0.0,1.0,0.0,0.0,neutral
@YtShorts-so8xe,0:20 Dit anyone notice that when you click the video progress bar there's a  door .oh Taylor 🤩🤩,107,2025-10-05T14:42:33Z,0.0,0.851,0.149,0.4215,positive
@SamanahRizvi-i2q,Anyone today?????,3,2025-11-08T12:43:54Z,0.0,1.0,0.0,0.0,neutral
@AmakaSokari,Anyone today????????,5415,2025-10-18T16:28:21Z,0.0,1.0,0.0,0.0,neutral
@brinaswiftie.4ever,She literally had no budget for this music video! It's incredible!!🎉,53,2025-10-06T14:31:37Z,0.235,0.765,0.0,-0.4724,negative
@bitbit1443,Who here it today??💜,168,2025-10-19T07:38:12Z,0.0,1.0,0.0,0.0,neutral
@dianebrown2131,This has to be my all time favorite of Taylor Swift's videos.  Total perfection,1,2025-11-08T05:17:21Z,0.0,0.642,0.358,0.7717,positive
@orltattered,"3:45 ""And an Oscar on their bathroom floor"" - Wi$h Li$t",302,2025-10-05T23:14:16Z,0.0,1.0,0.0,0.0,neutral
@devank-tyagi,0:24 sourdough debut!!!,177,2025-10-06T01:52:57Z,0.0,1.0,0.0,0.0,neutral
@TrieschT,Yesterday was 30M and now it's 48M how did that happen,70,2025-10-10T18:22:20Z,0.0,1.0,0.0,0.0,neutral
@veronicaisi6151,Masterpiece ❤️‍🔥🔥❤️‍🔥,2,2025-11-07T09:51:20Z,0.0,0.196,0.804,0.6249,positive
@GigachadSnyder,3:29 is for Travis ❤❤,53,2025-10-07T22:17:09Z,0.0,1.0,0.0,0.0,neutral
@bitbit1443,Someone today??,2461,2025-10-17T21:26:19Z,0.0,1.0,0.0,0.0,neutral
@SophieWilliams-h8m,0:37 That outfit is amazing,66,2025-10-23T16:34:55Z,0.0,0.513,0.487,0.5859,positive
@redskaya,"Not a fan, but thiss crazee, such a magical",4,2025-11-08T10:16:25Z,0.198,0.802,0.0,-0.1232,negative
@bitbit1443,Someone here today???,3595,2025-10-26T12:18:53Z,0.0,1.0,0.0,0.0,neutral
@ErinRodgers-h9g,I love it how the football just slided in there,61,2025-10-14T15:12:36Z,0.0,0.656,0.344,0.6369,positive
@vron.kate123,FIRST MINUTE GANG 1:22,71,2025-10-05T23:01:43Z,0.0,1.0,0.0,0.0,neutral
@Speks_YT,I'm not a fan of taylor but this song is getting me addicted ❤😅,1,2025-11-08T03:59:10Z,0.11,0.89,0.0,-0.1232,negative
@sj.123,Someone listening today?,69,2025-10-25T12:26:53Z,0.0,1.0,0.0,0.0,neutral
@mckinley-lv2bn,1:42 jan found his ladder again,125,2025-10-05T23:49:00Z,0.0,1.0,0.0,0.0,neutral
@kellicady7932,At 1:08 she looks like the mom from spy×family,575,2025-10-06T01:52:25Z,0.0,0.762,0.238,0.3612,positive
@lisaannphillips,"Favorite Taylor Swift video, hands down!!!",3,2025-11-08T00:33:32Z,0.0,0.413,0.587,0.6884,positive
@SwrDes,1:37 entering her she got a wig era i see,50,2025-10-05T23:23:59Z,0.0,1.0,0.0,0.0,neutral
@laynz.y,WATCHING this SMASH HIT over and over again I'm obsessed,92,2025-10-09T16:08:45Z,0.159,0.841,0.0,-0.1779,negative
@EliasTheGreat715,0:35 Marilyn Monroe cameo,583,2025-10-05T23:39:18Z,0.0,1.0,0.0,0.0,neutral
@VxxNunuxvv,"Even though i dislike Taylor, I cant lie, this song is amazing",2,2025-11-07T14:06:09Z,0.181,0.556,0.264,0.296,positive
@icanthaveyouaroundmeanymore,0:30 KAMM!!!!!!,73,2025-10-05T23:11:02Z,0.0,1.0,0.0,0.0,neutral
@xiamthekayleex,1:51 she looks like chapel roan lol,57,2025-10-06T03:49:37Z,0.0,0.485,0.515,0.6486,positive
@bitbit1443,Every time someone likes my comment i watch this video again>>>>🧡,434,2025-10-26T12:18:36Z,0.0,0.763,0.237,0.4215,positive
@cxcfghj,Amazing 😍,2,2025-11-07T09:49:59Z,0.0,0.0,1.0,0.5859,positive
@deHaas2011,I love that all the dancers are at a healthy weight!,2,2025-11-07T18:14:50Z,0.0,0.493,0.507,0.8016,positive
@ryansiddiqui3665,"omg my queen, im so proud of you!!!!!!!!

you SLAYED SOOOOOO hard here, im in tears.

#feminism#hatemen#im6""3#hateperiods#womenrights",4,2025-11-07T18:57:18Z,0.147,0.623,0.23,0.5939,positive
@rain-m9y,"Ophelia's Hamlet looks a lot like JV from Denver ""Nuggets""🤩",2,2025-11-08T16:11:36Z,0.0,0.762,0.238,0.3612,positive
@MarcusDammannEmden,I Love this Song ❤,3,2025-11-07T18:42:40Z,0.0,0.323,0.677,0.6369,positive
@Imtheepanda,Everytime this song pops up I think about her cute little friend she donated 100 000$ to ❤️,1,2025-11-07T16:13:25Z,0.0,0.717,0.283,0.7102,positive
@veronicaisi6151,"She’s the best, most versatile, and most talented singer, songwriter, director, and actress on the planet — of all time. 🌍💖🔥❤️‍🔥",1,2025-11-07T09:49:56Z,0.0,0.698,0.302,0.8313,positive
@JIMKALAM-u9d,3:25 the best parttt❤,1,2025-11-08T15:45:04Z,0.0,0.417,0.583,0.6369,positive
@douglasbrannon6525,"Taylor's  music has gotten 
more mature it seems.",1,2025-11-07T20:13:26Z,0.0,0.694,0.306,0.4754,positive
@Okay_Pluto74874,I’m not even a big Taylor Swift fan but damn this song is amazing❤,1,2025-11-07T14:55:51Z,0.214,0.602,0.184,-0.3612,negative
@liminal.spiral,"as a taylor swift hater, even i like this song😭",1,2025-11-07T17:39:11Z,0.231,0.413,0.355,0.128,positive
@matjakubowski7610,this hit,3,2025-11-08T10:07:48Z,0.0,1.0,0.0,0.0,neutral
@UnexpectedStream,Someone watches it today??,6,2025-11-08T10:10:13Z,0.0,1.0,0.0,0.0,neutral
@biancadominique8489,That woman's beauty exists outside of time.,1,2025-11-07T22:21:24Z,0.0,0.612,0.388,0.5859,positive
@ahmadsaleh464,Is there anyone in NOV 2025😍😍... Taylor swift is a genius at all times❤❤❤❤,3,2025-11-07T13:48:17Z,0.0,0.87,0.13,0.2023,positive
@RettaNox,"""All that time i spent alone in my tower u were just honinig ur powers""

Reminds me of Rapunzel",2,2025-11-07T22:26:52Z,0.111,0.889,0.0,-0.25,negative
@WuWeiyinGsps,all swifties must like here!🤗,2,2025-11-08T06:37:18Z,0.0,0.589,0.411,0.4199,positive
@boatmatt27,SLAYYYYYY❤,2,2025-11-08T17:42:57Z,0.0,1.0,0.0,0.0,neutral
@ppavithra2245,"I request my message should reach the director, choreography etc of this song. Has anybody seen there was a beautiful great lady who might be affected from albinism, the one who holds the life ring but without any discrimination the director has accepted the beauty in her n gave the chance for showcasing her talent... Beautiful and kind hearted  people at this generation...great🎉",1,2025-11-07T18:18:11Z,0.017,0.648,0.335,0.9777,positive
@yukira_0160,AHHH I LOVE YOU VERY MUCH TAYLOR SWIFT YOUR SO BEAUTIFUL ❤❤❤❤,1,2025-11-07T07:41:32Z,0.0,0.363,0.637,0.9437,positive
@dontstooopgetitgetit,this lowkey sounds like trouble is a friend by Lenka😩😩,1,2025-11-08T14:57:38Z,0.188,0.417,0.396,0.4588,positive
@gods_angel.__x,Keep streaming ❤,1,2025-11-07T09:38:42Z,0.0,1.0,0.0,0.0,neutral
@veronicaisi6151,"It’s such a perfect masterpiece. I love it so much. Thank you, Taylor. 💖",1,2025-11-07T22:39:15Z,0.0,0.321,0.679,0.9411,positive
@iryna0188,She’s is slaying!!!!!! :),4,2025-11-08T01:17:00Z,0.0,0.419,0.581,0.6331,positive
@emmaakesson834,Omg!!!!!! I love Taylor Swift keep going❤❤❤❤ your amazing❤❤❤❤❤❤ don’t stop🎉🎉🎉🎉🎉,4,2025-11-07T16:59:07Z,0.0,0.527,0.473,0.8002,positive
@sophiekirkwood2039,The blonde wigs at the start are everything ❤️,0,2025-11-07T07:58:36Z,0.0,1.0,0.0,0.0,neutral
@JoyfulLeopardSeal-os9kz,I have the same birthday as her😂 December 13,4,2025-11-08T00:35:49Z,0.0,1.0,0.0,0.0,neutral
@WhisperingWheels-v4p,"Ophelia is a character from Shakespeare's Hamlet, a young noblewoman who’s manipulated by her father and the king, rejected by Hamlet, and ultimately driven to madness.  She’s often seen as a symbol of innocence crushed by political and emotional chaos.",4,2025-11-07T14:29:08Z,0.309,0.606,0.085,-0.9022,negative
@danitandrea,"No me puedo quitar esta cancion de la cabeza, solo conocía a Taylor Swift por nombre, ojalá que tenga más canciones así, a buscar sus canciones 🤓",1,2025-11-07T19:30:36Z,0.085,0.846,0.069,-0.1027,negative
@chrystaldlabal4935,Wonder how long it took to film all these scenes...fantastic,1,2025-11-08T04:49:08Z,0.0,1.0,0.0,0.0,neutral
@sofianezoubiri7392,What I love about her songs is that the lyrics are not cliché ❤❤❤❤❤❤❤,1,2025-11-07T21:01:43Z,0.0,0.741,0.259,0.6369,positive
@Lana-Nagy,who's here after 100M ?!🤩,3,2025-11-07T14:23:16Z,0.0,1.0,0.0,0.0,neutral
@pia4383,Best music video of all times 🎉😊❤,3,2025-11-07T17:20:33Z,0.0,0.588,0.412,0.6369,positive
@dermaamore1186,Incredible ❤,2,2025-11-07T18:47:19Z,0.0,1.0,0.0,0.0,neutral
@courtneybloomfield9633,I love seeing Jan's personality after watching him on DWTS,1,2025-11-07T18:23:57Z,0.0,0.656,0.344,0.6369,positive
@TamsinFairbourne,Addicted to this sound,1,2025-11-07T14:30:05Z,0.0,1.0,0.0,0.0,neutral
@jonasdacuba6545,I really love this mv❤️‍🔥,2,2025-11-07T13:33:11Z,0.0,0.4,0.6,0.6697,positive
@carlyestilow8881,After over a month listening and watching repeatedly 😍.. this is the greatest ever,1,2025-11-08T02:41:54Z,0.0,0.741,0.259,0.6369,positive
@NLillianBb,1:42 make me think of the girl from brave,4,2025-11-07T22:11:30Z,0.0,0.702,0.298,0.5267,positive
@lifesurvivor4154,Oh the smile this song places on my face every single time no matter what mood I’m in 😍,5,2025-11-06T17:50:22Z,0.106,0.721,0.173,0.1027,positive
@happymango1176,"Not a fan,I like a few songs of Taylor but I just LOVE LOVE this song.This her best one yet",2,2025-11-07T11:12:06Z,0.046,0.381,0.574,0.9721,positive
@connies8901,"i'm not a Swiftie, but with this song she's got me.",4,2025-11-07T00:41:13Z,0.0,1.0,0.0,0.0,neutral
@AmandaCristobal-d6j,"Who is here after a month of this epic video out
👇",3,2025-11-08T06:58:04Z,0.0,1.0,0.0,0.0,neutral
@rosytta,Insane,3,2025-11-08T13:51:12Z,1.0,0.0,0.0,-0.4019,negative
@TaemEssa,240M viewers congratulations 🎉,2,2025-11-08T12:07:16Z,0.0,0.339,0.661,0.5994,positive
@GenaroMacchiaroli-b9r,VIDEO OF THE YEAR,4,2025-11-07T01:03:26Z,0.0,1.0,0.0,0.0,neutral
@Addy_ispreppyyy,OKAY NOW TAYLOR IS TWERKING-,1,2025-11-08T01:01:23Z,0.0,0.678,0.322,0.2263,positive
@rudyrawcliffe8532,I've seen you belong with me.Shake it off so many,1,2025-11-07T20:07:58Z,0.0,1.0,0.0,0.0,neutral
@ahmedaasem1802,It sounds like a mix of 2010- 2015 hits,2,2025-11-08T09:01:35Z,0.0,0.737,0.263,0.3612,positive
@GeverPalut,Alguien escucha cada día?,3,2025-11-08T18:23:12Z,0.0,1.0,0.0,0.0,neutral
@Bandar-v7d,Omg big fan i love Taylor and I wish to go to a concert,1,2025-11-07T09:12:29Z,0.0,0.465,0.535,0.8481,positive
@Brandin-James,Absolutely brilliant. Costumes make up and hair and the choreography and stage set up ❤,6,2025-11-06T17:19:42Z,0.0,0.761,0.239,0.624,positive
@veronicaisi6151,"If she were to release another video, which one would you wish for? 🎬💖❤️‍🔥",3,2025-11-06T15:44:15Z,0.0,0.828,0.172,0.4019,positive
@thegodblogger3812,Honestly my biggest reason for liking Taylor Swift is because so many people I know don't.,0,2025-11-07T19:12:33Z,0.0,0.615,0.385,0.7579,positive
@kewpie-cat,this can be a whole musical on its own omg,0,2025-11-07T19:21:36Z,0.0,1.0,0.0,0.0,neutral
@UtiAdjeran,"Ladies and Gentleman give it up for Princess Taylor Swift of Her sweetest song, super vibe and super  🅒🅞🅞🅛 in the end of 2025 *Fate of Ophelia*  🎉❤",2,2025-11-07T15:24:09Z,0.0,0.723,0.277,0.8625,positive
@EmilyTrovato-m8d,Taylor swift i love you! ❤❤,1,2025-11-07T13:19:15Z,0.0,0.323,0.677,0.7424,positive
@MuammarZackyNatuwah,Anyone 2025?😂,2,2025-11-08T18:50:54Z,0.0,1.0,0.0,0.0,neutral
@lifeisthetruthofbeauty,Boss Woman 😊,3,2025-11-07T16:11:57Z,0.0,1.0,0.0,0.0,neutral
@Julesiscools,I can't get ts out my head bro,1,2025-11-07T08:10:55Z,0.0,1.0,0.0,0.0,neutral
@mrangry1960,"I'm a massive 70s fan so this is well outside my era, but I love it!",1,2025-11-07T15:20:18Z,0.0,0.539,0.461,0.8564,positive
@ViJonesArtistforthePeople,Swiftie for Life!,1,2025-11-07T14:43:53Z,0.0,1.0,0.0,0.0,neutral
@SaphoWorld,My life path number is 13.,1,2025-11-07T18:36:44Z,0.0,0.794,0.206,0.0772,positive
@lemmecriticyou,BEST SONG EVER!!!!💜 #TaylorSwifttheSongHealer,2,2025-11-08T14:42:51Z,0.0,0.33,0.67,0.7964,positive
@chiuso__persempre-y3g,I love Song ❤,3,2025-11-08T15:53:27Z,0.0,0.192,0.808,0.6369,positive
@Lena-rel,Luv the dresses ❤,1,2025-11-08T03:16:42Z,0.0,1.0,0.0,0.0,neutral
@chubbychubs4636,I really like this and I'm a 60 year old man 😅,1,2025-11-07T13:22:29Z,0.0,0.741,0.259,0.4201,positive
@veronicaisi6151,"Thank you, Taylor, for this masterpiece once again. I truly love it so much. 💖",1,2025-11-08T15:55:06Z,0.0,0.383,0.617,0.9379,positive
@nabakkajamidah8293,It's perfect 😢😢😢😢😢,1,2025-11-08T12:09:01Z,0.0,0.351,0.649,0.5719,positive
@MrFthibodeau,We are doing a vidéo about the Easter eggs in the fate of Ophelia music video,4,2025-11-07T17:22:42Z,0.0,1.0,0.0,0.0,neutral
@SpicyRavenClaw,"November 8, 2025. Anyone?🧡💚",3,2025-11-08T02:03:03Z,0.0,1.0,0.0,0.0,neutral
@allenviado1824,Ariana's low note is healing me💓💚,0,2025-11-07T12:47:21Z,0.296,0.704,0.0,-0.2732,negative
@anishabasu4709,Played it 40 times back to back,6,2025-11-06T23:21:44Z,0.0,0.714,0.286,0.34,positive
@VishalMishra-ge2ef,Gotcha😊,1,2025-11-07T19:23:39Z,0.0,1.0,0.0,0.0,neutral
@noducksgivenandthensome2547,"Im not really a Taylor Swift fan, but I'll be damed if this song doesn't slap",3,2025-11-06T17:45:49Z,0.182,0.712,0.106,-0.0729,negative
@occamylul,2027 Grammy's Here We Come!!,2,2025-11-07T16:41:57Z,0.0,1.0,0.0,0.0,neutral
@katieTay1696,Has any else caught on that this song is about travis or is it just me? she caught a football at 3:28 and she’s talking about how he saved her from fate of Ophelia,1,2025-11-08T14:06:18Z,0.0,0.92,0.08,0.4215,positive
@Emy-s8j2r,"100 million views? That's amazing! It's insane! I never expected the song to reach that many views in less than a month, but you deserve it, Taylor. And like I said before, I'll be the first to celebrate this achievement, and that's exactly what I did. Remind me when the song reaches 200 million views. I'm waiting for that number!",4,2025-11-06T17:08:06Z,0.028,0.74,0.232,0.9105,positive
@OG.Malibu,Not a billion views? I’m mad now 👿,5,2025-11-07T00:41:25Z,0.39,0.61,0.0,-0.4939,negative
@mikkomustalampi8855,MASTERPIECE,1,2025-11-07T20:50:52Z,0.0,0.0,1.0,0.6249,positive
@niolss,Max Martin is a genius. Would love to watch this happen in the studio,2,2025-11-06T22:18:14Z,0.0,0.741,0.259,0.6369,positive
@bg9217,To see the utter joy in her face singing this song is so satisfying.  A true piece of art.,0,2025-11-07T23:41:40Z,0.0,0.583,0.417,0.8944,positive
@IjRp-b2x,"❤🎶 *I swore My loyalty to ME, MY SELF and I* 🎶...❤",3,2025-11-07T01:06:12Z,0.0,0.759,0.241,0.5423,positive
@AASNunTy,This song has brought me back to Tay! I’m so happy for her that she met Travis and feels so loved on by him. That’s pretty special. I’m rooting for them ✨,0,2025-11-07T18:08:57Z,0.0,0.629,0.371,0.9511,positive
@Adventureswithcassidy,I hope Taylor swift makes a song with my name in it one day what a blessing 🥹🙏🏽✨,0,2025-11-07T19:30:22Z,0.0,0.603,0.397,0.7845,positive
@Be_mine_cookie_0kayy,My new fav song ofc!!!,1,2025-11-08T13:15:07Z,0.0,0.508,0.492,0.5962,positive
@MiaKatarinaŠvigelj-n6v,Someone watching it today?,3,2025-11-07T15:23:49Z,0.0,1.0,0.0,0.0,neutral
@Júlia-b9b9g,0:57 outfit was cool 2:25 and 2:09,1,2025-11-07T15:41:47Z,0.0,0.723,0.277,0.3182,positive
@kristin9905,Anyone watching today? 🎶🧡,1,2025-11-07T10:47:51Z,0.0,1.0,0.0,0.0,neutral
@Taraliv-34,November 2025 somebody? ❤,2,2025-11-08T06:40:01Z,0.0,1.0,0.0,0.0,neutral
@ladialestari1397,"The first time i heard this song, i like so much❤❤",1,2025-11-08T04:42:01Z,0.0,0.762,0.238,0.3612,positive
@gods_angel.__x,Keep streaming,1,2025-11-07T09:38:02Z,0.0,1.0,0.0,0.0,neutral
@kayliahferrero,Looooove this song im addicted to it ❤❤❤❤❤,1,2025-11-08T08:09:11Z,0.0,1.0,0.0,0.0,neutral
@marie-claudecarignan9147,I love this song,1,2025-11-08T18:26:00Z,0.0,0.323,0.677,0.6369,positive
@MahikantaRay,Anyone today?,4,2025-11-07T15:36:02Z,0.0,1.0,0.0,0.0,neutral
@mor9361,First song i really like from taylor. How is this a Taylor swift song and does not have 4 billion views?,1,2025-11-07T13:03:04Z,0.0,0.777,0.223,0.5563,positive
@booklover19200,Petition for Taylor Swift to hold a concert in Greece 🇬🇷🇬🇷🇬🇷🔜🔜🔜🙏🙏🙏,3,2025-11-07T06:05:12Z,0.0,0.833,0.167,0.2023,positive
@ZahraSalari-k4b,I love her❤,1,2025-11-07T07:48:24Z,0.0,0.192,0.808,0.6369,positive
@LeDavid-v2c,Love this song ❤,1,2025-11-07T16:09:28Z,0.0,0.323,0.677,0.6369,positive
@Kutay_Ozturk,Finally She is back aand Finally I am prouding From Katy Fan,1,2025-11-07T16:14:33Z,0.0,0.813,0.187,0.3182,positive
@AbdoAbdoMmss,Anyone here ❤❤❤,2,2025-11-08T02:13:25Z,0.0,1.0,0.0,0.0,neutral
@Ididntaskforahandleyoutube,I'm a 50 year old Gen X Seattle Hipster and I love this. Great music should always crush borders.,0,2025-11-07T20:34:15Z,0.068,0.549,0.383,0.8582,positive
@Ismael.Rub.s90,"Darling, you're the best dancer, a real sweetheart. Greetings, I'm pure Moroccan. ❤😊",1,2025-11-07T21:11:24Z,0.0,0.346,0.654,0.9442,positive
