author,text,likeCount,publishedAt,Sentiments
@MarcusDammannEmden,I Love this Song ❤,3,2025-11-07T18:42:40Z,positive
@Imtheepanda,Everytime this song pops up I think about her cute little friend she donated 100 000$ to ❤️,1,2025-11-07T16:13:25Z,positive
@veronicaisi6151,"She’s the best, most versatile, and most talented singer, songwriter, director, and actress on the planet — of all time. 🌍💖🔥❤️‍🔥",1,2025-11-07T09:49:56Z,positive
@JIMKALAM-u9d,3:25 the best parttt❤,1,2025-11-08T15:45:04Z,positive
@douglasbrannon6525,"Taylor's  music has gotten 
more mature it seems.",1,2025-11-07T20:13:26Z,positive
@Okay_Pluto74874,I’m not even a big Taylor Swift fan but damn this song is amazing❤,1,2025-11-07T14:55:51Z,neutral
@liminal.spiral,"as a taylor swift hater, even i like this song😭",1,2025-11-07T17:39:11Z,neutral
@matjakubowski7610,this hit,3,2025-11-08T10:07:48Z,neutral
@UnexpectedStream,Someone watches it today??,6,2025-11-08T10:10:13Z,neutral
@biancadominique8489,That woman's beauty exists outside of time.,1,2025-11-07T22:21:24Z,neutral
@ahmadsaleh464,Is there anyone in NOV 2025😍😍... Taylor swift is a genius at all times❤❤❤❤,3,2025-11-07T13:48:17Z,neutral
@RettaNox,"""All that time i spent alone in my tower u were just honinig ur powers""

Reminds me of Rapunzel",2,2025-11-07T22:26:52Z,negative
@WuWeiyinGsps,all swifties must like here!🤗,2,2025-11-08T06:37:18Z,neutral
@boatmatt27,SLAYYYYYY❤,2,2025-11-08T17:42:57Z,neutral
@ppavithra2245,"I request my message should reach the director, choreography etc of this song. Has anybody seen there was a beautiful great lady who might be affected from albinism, the one who holds the life ring but without any discrimination the director has accepted the beauty in her n gave the chance for showcasing her talent... Beautiful and kind hearted  people at this generation...great🎉",1,2025-11-07T18:18:11Z,positive
@yukira_0160,AHHH I LOVE YOU VERY MUCH TAYLOR SWIFT YOUR SO BEAUTIFUL ❤❤❤❤,1,2025-11-07T07:41:32Z,positive
@dontstooopgetitgetit,this lowkey sounds like trouble is a friend by Lenka😩😩,1,2025-11-08T14:57:38Z,negative
@gods_angel.__x,Keep streaming ❤,1,2025-11-07T09:38:42Z,neutral
@veronicaisi6151,"It’s such a perfect masterpiece. I love it so much. Thank you, Taylor. 💖",1,2025-11-07T22:39:15Z,positive
@iryna0188,She’s is slaying!!!!!! :),4,2025-11-08T01:17:00Z,positive
@emmaakesson834,Omg!!!!!! I love Taylor Swift keep going❤❤❤❤ your amazing❤❤❤❤❤❤ don’t stop🎉🎉🎉🎉🎉,4,2025-11-07T16:59:07Z,positive
@sophiekirkwood2039,The blonde wigs at the start are everything ❤️,0,2025-11-07T07:58:36Z,neutral
@JoyfulLeopardSeal-os9kz,I have the same birthday as her😂 December 13,4,2025-11-08T00:35:49Z,neutral
@WhisperingWheels-v4p,"Ophelia is a character from Shakespeare's Hamlet, a young noblewoman who’s manipulated by her father and the king, rejected by Hamlet, and ultimately driven to madness.  She’s often seen as a symbol of innocence crushed by political and emotional chaos.",4,2025-11-07T14:29:08Z,neutral
@danitandrea,"No me puedo quitar esta cancion de la cabeza, solo conocía a Taylor Swift por nombre, ojalá que tenga más canciones así, a buscar sus canciones 🤓",1,2025-11-07T19:30:36Z,neutral
@chrystaldlabal4935,Wonder how long it took to film all these scenes...fantastic,1,2025-11-08T04:49:08Z,negative
@sofianezoubiri7392,What I love about her songs is that the lyrics are not cliché ❤❤❤❤❤❤❤,1,2025-11-07T21:01:43Z,positive
@Lana-Nagy,who's here after 100M ?!🤩,3,2025-11-07T14:23:16Z,neutral
@pia4383,Best music video of all times 🎉😊❤,3,2025-11-07T17:20:33Z,positive
@dermaamore1186,Incredible ❤,2,2025-11-07T18:47:19Z,positive
@courtneybloomfield9633,I love seeing Jan's personality after watching him on DWTS,1,2025-11-07T18:23:57Z,positive
@TamsinFairbourne,Addicted to this sound,1,2025-11-07T14:30:05Z,neutral
@jonasdacuba6545,I really love this mv❤️‍🔥,2,2025-11-07T13:33:11Z,positive
@carlyestilow8881,After over a month listening and watching repeatedly 😍.. this is the greatest ever,1,2025-11-08T02:41:54Z,positive
@NLillianBb,1:42 make me think of the girl from brave,4,2025-11-07T22:11:30Z,positive
@lifesurvivor4154,Oh the smile this song places on my face every single time no matter what mood I’m in 😍,5,2025-11-06T17:50:22Z,positive
@happymango1176,"Not a fan,I like a few songs of Taylor but I just LOVE LOVE this song.This her best one yet",2,2025-11-07T11:12:06Z,positive
@connies8901,"i'm not a Swiftie, but with this song she's got me.",4,2025-11-07T00:41:13Z,neutral
@AmandaCristobal-d6j,"Who is here after a month of this epic video out
👇",3,2025-11-08T06:58:04Z,positive
@rosytta,Insane,3,2025-11-08T13:51:12Z,negative
@TaemEssa,240M viewers congratulations 🎉,2,2025-11-08T12:07:16Z,neutral
@GenaroMacchiaroli-b9r,VIDEO OF THE YEAR,4,2025-11-07T01:03:26Z,neutral
@Addy_ispreppyyy,OKAY NOW TAYLOR IS TWERKING-,1,2025-11-08T01:01:23Z,positive
@rudyrawcliffe8532,I've seen you belong with me.Shake it off so many,1,2025-11-07T20:07:58Z,positive
@ahmedaasem1802,It sounds like a mix of 2010- 2015 hits,2,2025-11-08T09:01:35Z,neutral
@GeverPalut,Alguien escucha cada día?,3,2025-11-08T18:23:12Z,neutral
@Bandar-v7d,Omg big fan i love Taylor and I wish to go to a concert,1,2025-11-07T09:12:29Z,positive
@Brandin-James,Absolutely brilliant. Costumes make up and hair and the choreography and stage set up ❤,6,2025-11-06T17:19:42Z,positive
@veronicaisi6151,"If she were to release another video, which one would you wish for? 🎬💖❤️‍🔥",3,2025-11-06T15:44:15Z,neutral
@thegodblogger3812,Honestly my biggest reason for liking Taylor Swift is because so many people I know don't.,0,2025-11-07T19:12:33Z,positive
@kewpie-cat,this can be a whole musical on its own omg,0,2025-11-07T19:21:36Z,positive
@UtiAdjeran,"Ladies and Gentleman give it up for Princess Taylor Swift of Her sweetest song, super vibe and super  🅒🅞🅞🅛 in the end of 2025 *Fate of Ophelia*  🎉❤",2,2025-11-07T15:24:09Z,positive
@EmilyTrovato-m8d,Taylor swift i love you! ❤❤,1,2025-11-07T13:19:15Z,positive
@MuammarZackyNatuwah,Anyone 2025?😂,2,2025-11-08T18:50:54Z,neutral
@lifeisthetruthofbeauty,Boss Woman 😊,3,2025-11-07T16:11:57Z,neutral
@Julesiscools,I can't get ts out my head bro,1,2025-11-07T08:10:55Z,neutral
@mrangry1960,"I'm a massive 70s fan so this is well outside my era, but I love it!",1,2025-11-07T15:20:18Z,positive
@ViJonesArtistforthePeople,Swiftie for Life!,1,2025-11-07T14:43:53Z,neutral
@SaphoWorld,My life path number is 13.,1,2025-11-07T18:36:44Z,neutral
@lemmecriticyou,BEST SONG EVER!!!!💜 #TaylorSwifttheSongHealer,2,2025-11-08T14:42:51Z,positive
@chiuso__persempre-y3g,I love Song ❤,3,2025-11-08T15:53:27Z,positive
@Lena-rel,Luv the dresses ❤,1,2025-11-08T03:16:42Z,neutral
@chubbychubs4636,I really like this and I'm a 60 year old man 😅,1,2025-11-07T13:22:29Z,positive
@veronicaisi6151,"Thank you, Taylor, for this masterpiece once again. I truly love it so much. 💖",1,2025-11-08T15:55:06Z,positive
@nabakkajamidah8293,It's perfect 😢😢😢😢😢,1,2025-11-08T12:09:01Z,positive
@MrFthibodeau,We are doing a vidéo about the Easter eggs in the fate of Ophelia music video,4,2025-11-07T17:22:42Z,neutral
@SpicyRavenClaw,"November 8, 2025. Anyone?🧡💚",3,2025-11-08T02:03:03Z,neutral
@allenviado1824,Ariana's low note is healing me💓💚,0,2025-11-07T12:47:21Z,neutral
@anishabasu4709,Played it 40 times back to back,6,2025-11-06T23:21:44Z,neutral
@VishalMishra-ge2ef,Gotcha😊,1,2025-11-07T19:23:39Z,neutral
@noducksgivenandthensome2547,"Im not really a Taylor Swift fan, but I'll be damed if this song doesn't slap",3,2025-11-06T17:45:49Z,negative
@occamylul,2027 Grammy's Here We Come!!,2,2025-11-07T16:41:57Z,neutral
@katieTay1696,Has any else caught on that this song is about travis or is it just me? she caught a football at 3:28 and she’s talking about how he saved her from fate of Ophelia,1,2025-11-08T14:06:18Z,neutral
@Emy-s8j2r,"100 million views? That's amazing! It's insane! I never expected the song to reach that many views in less than a month, but you deserve it, Taylor. And like I said before, I'll be the first to celebrate this achievement, and that's exactly what I did. Remind me when the song reaches 200 million views. I'm waiting for that number!",4,2025-11-06T17:08:06Z,positive
@OG.Malibu,Not a billion views? I’m mad now 👿,5,2025-11-07T00:41:25Z,negative
@mikkomustalampi8855,MASTERPIECE,1,2025-11-07T20:50:52Z,neutral
@niolss,Max Martin is a genius. Would love to watch this happen in the studio,2,2025-11-06T22:18:14Z,positive
@bg9217,To see the utter joy in her face singing this song is so satisfying.  A true piece of art.,0,2025-11-07T23:41:40Z,positive
@IjRp-b2x,"❤🎶 *I swore My loyalty to ME, MY SELF and I* 🎶...❤",3,2025-11-07T01:06:12Z,neutral
@AASNunTy,This song has brought me back to Tay! I’m so happy for her that she met Travis and feels so loved on by him. That’s pretty special. I’m rooting for them ✨,0,2025-11-07T18:08:57Z,positive
@Adventureswithcassidy,I hope Taylor swift makes a song with my name in it one day what a blessing 🥹🙏🏽✨,0,2025-11-07T19:30:22Z,neutral
@Be_mine_cookie_0kayy,My new fav song ofc!!!,1,2025-11-08T13:15:07Z,positive
@MiaKatarinaŠvigelj-n6v,Someone watching it today?,3,2025-11-07T15:23:49Z,neutral
@Júlia-b9b9g,0:57 outfit was cool 2:25 and 2:09,1,2025-11-07T15:41:47Z,positive
@kristin9905,Anyone watching today? 🎶🧡,1,2025-11-07T10:47:51Z,neutral
@Taraliv-34,November 2025 somebody? ❤,2,2025-11-08T06:40:01Z,neutral
@ladialestari1397,"The first time i heard this song, i like so much❤❤",1,2025-11-08T04:42:01Z,positive
@gods_angel.__x,Keep streaming,1,2025-11-07T09:38:02Z,neutral
@kayliahferrero,Looooove this song im addicted to it ❤❤❤❤❤,1,2025-11-08T08:09:11Z,negative
@marie-claudecarignan9147,I love this song,1,2025-11-08T18:26:00Z,positive
@MahikantaRay,Anyone today?,4,2025-11-07T15:36:02Z,neutral
@mor9361,First song i really like from taylor. How is this a Taylor swift song and does not have 4 billion views?,1,2025-11-07T13:03:04Z,positive
@booklover19200,Petition for Taylor Swift to hold a concert in Greece 🇬🇷🇬🇷🇬🇷🔜🔜🔜🙏🙏🙏,3,2025-11-07T06:05:12Z,neutral
@ZahraSalari-k4b,I love her❤,1,2025-11-07T07:48:24Z,positive
@LeDavid-v2c,Love this song ❤,1,2025-11-07T16:09:28Z,positive
@Kutay_Ozturk,Finally She is back aand Finally I am prouding From Katy Fan,1,2025-11-07T16:14:33Z,neutral
@AbdoAbdoMmss,Anyone here ❤❤❤,2,2025-11-08T02:13:25Z,neutral
@Ididntaskforahandleyoutube,I'm a 50 year old Gen X Seattle Hipster and I love this. Great music should always crush borders.,0,2025-11-07T20:34:15Z,positive
@Ismael.Rub.s90,"Darling, you're the best dancer, a real sweetheart. Greetings, I'm pure Moroccan. ❤😊",1,2025-11-07T21:11:24Z,positive
@nrfeyza,İM OBSESSeD WİTH THİS SONG,2,2025-11-07T10:22:32Z,negative
@Unplugshark,0:43 popular part,1,2025-11-08T17:37:50Z,positive
